season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active
12,3,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,20.0,6.666666666666667,8.0,10
12,3,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,15.0,5.0,10.0,10
12,4,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,26.0,8.666666666666666,1.0,9
12,4,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,25.0,8.333333333333334,2.0,9
12,4,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,25.0,8.333333333333334,2.0,9
12,4,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,23.0,7.666666666666667,4.0,9
12,4,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,23.0,7.666666666666667,4.0,9
12,4,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,23.0,7.666666666666667,4.0,9
12,4,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,22.0,7.333333333333333,7.0,9
12,4,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,21.0,7.0,8.0,9
12,4,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,18.0,6.0,9.0,9
12,5,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,27.0,9.0,1.0,8
12,5,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,26.0,8.666666666666666,2.0,8
12,5,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,26.0,8.666666666666666,2.0,8
12,5,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,26.0,8.666666666666666,2.0,8
12,5,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,23.0,7.666666666666667,5.0,8
12,5,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,22.0,7.333333333333333,6.0,8
12,5,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,22.0,7.333333333333333,6.0,8
12,5,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,22.0,7.333333333333333,6.0,8
12,6,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,28.0,9.333333333333334,1.0,7
12,6,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,28.0,9.333333333333334,1.0,7
12,6,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,27.0,9.0,3.0,7
12,6,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,26.0,8.666666666666666,4.0,7
12,6,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,25.0,8.333333333333334,5.0,7
12,6,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,24.0,8.0,6.0,7
12,6,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,22.0,7.333333333333333,7.0,7
12,7,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,33.0,8.25,1.0,6
12,7,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,33.0,8.25,1.0,6
12,7,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,32.0,8.0,3.0,6
12,7,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,30.5,7.625,4.0,6
12,7,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,30.0,7.5,5.0,6
12,7,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,30.0,7.5,5.0,6
12,8,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,27.5,9.166666666666666,1.0,5
12,8,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,27.0,9.0,2.0,5
12,8,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,26.5,8.833333333333334,3.0,5
12,8,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,26.0,8.666666666666666,4.0,5
12,8,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,23.0,7.666666666666667,5.0,5
12,9,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,36.5,12.166666666666666,1.0,4
12,9,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,30.0,10.0,2.0,4
12,9,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,27.0,9.0,3.0,4
12,9,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,24.0,8.0,4.0,4
12,10,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,29.666600000000003,9.888866666666667,1.0,3
12,10,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,29.666600000000003,9.888866666666667,1.0,3
12,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,27.999899999999997,9.3333,3.0,3
13,1,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,22.0,7.333333333333333,1.0,12
13,1,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,22.0,7.333333333333333,1.0,12
13,1,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,21.0,7.0,3.0,12
13,1,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,20.0,6.666666666666667,4.0,12
13,1,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,Eliminated Week 3,10,19.0,6.333333333333333,5.0,12
13,1,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,18.0,6.0,6.0,12
13,1,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,17.0,5.666666666666667,7.0,12
13,1,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,17.0,5.666666666666667,7.0,12
13,1,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,16.0,5.333333333333333,9.0,12
13,1,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,16.0,5.333333333333333,9.0,12
13,1,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,Eliminated Week 2,11,15.0,5.0,11.0,12
13,1,Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,Eliminated Week 1,12,14.0,4.666666666666667,12.0,12
13,2,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,23.0,7.666666666666667,1.0,11
13,2,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,22.0,7.333333333333333,2.0,11
13,2,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,Eliminated Week 3,10,22.0,7.333333333333333,2.0,11
13,2,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,21.0,7.0,4.0,11
13,2,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,Eliminated Week 2,11,21.0,7.0,4.0,11
13,2,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,21.0,7.0,4.0,11
13,2,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,21.0,7.0,4.0,11
13,2,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,19.0,6.333333333333333,8.0,11
13,2,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,18.0,6.0,9.0,11
13,2,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,18.0,6.0,9.0,11
13,2,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,17.0,5.666666666666667,11.0,11
13,3,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,27.0,9.0,1.0,10
13,3,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,26.0,8.666666666666666,2.0,10
13,3,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,26.0,8.666666666666666,2.0,10
13,3,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,24.0,8.0,4.0,10
13,3,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,24.0,8.0,4.0,10
13,3,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,Eliminated Week 3,10,24.0,8.0,4.0,10
13,3,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,24.0,8.0,4.0,10
13,3,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,23.0,7.666666666666667,8.0,10
13,3,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,21.0,7.0,9.0,10
13,3,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,18.0,6.0,10.0,10
13,4,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,29.0,9.666666666666666,1.0,9
13,4,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,26.0,8.666666666666666,2.0,9
13,4,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,24.0,8.0,3.0,9
13,4,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,24.0,8.0,3.0,9
13,4,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,23.0,7.666666666666667,5.0,9
13,4,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,21.0,7.0,6.0,9
13,4,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,21.0,7.0,6.0,9
13,4,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,21.0,7.0,6.0,9
13,4,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,20.0,6.666666666666667,9.0,9
13,5,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,28.0,9.333333333333334,1.0,8
13,5,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,25.0,8.333333333333334,2.0,8
13,5,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,25.0,8.333333333333334,2.0,8
13,5,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,24.0,8.0,4.0,8
13,5,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,24.0,8.0,4.0,8
13,5,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,22.0,7.333333333333333,6.0,8
13,5,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,21.0,7.0,7.0,8
13,5,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,19.0,6.333333333333333,8.0,8
13,6,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,29.0,9.666666666666666,1.0,7
13,6,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,29.0,9.666666666666666,1.0,7
13,6,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,24.0,8.0,3.0,7
13,6,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,23.0,7.666666666666667,4.0,7
13,6,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,22.0,7.333333333333333,5.0,7
13,6,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,20.0,6.666666666666667,6.0,7
13,6,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,19.0,6.333333333333333,7.0,7
13,7,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,26.5,8.833333333333334,1.0,6
13,7,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,25.5,8.5,2.0,6
13,7,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,25.0,8.333333333333334,3.0,6
13,7,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,24.0,8.0,4.0,6
13,7,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,23.5,7.833333333333333,5.0,6
13,7,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,22.0,7.333333333333333,6.0,6
13,8,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,30.0,10.0,1.0,5
13,8,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,26.0,8.666666666666666,2.0,5
13,8,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,26.0,8.666666666666666,2.0,5
13,8,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,25.5,8.5,4.0,5
13,8,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,22.0,7.333333333333333,5.0,5
13,9,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,33.4999,11.166633333333332,1.0,4
13,9,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,32.4998,10.833266666666667,2.0,4
13,9,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,28.0,9.333333333333334,3.0,4
13,9,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,24.4998,8.1666,4.0,4
13,10,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,28.333199999999998,9.4444,1.0,3
13,10,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,28.1665,9.388833333333332,2.0,3
13,10,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,27.999899999999997,9.3333,3.0,3
14,1,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,Eliminated Week 7,7,26.0,8.666666666666666,1.0,12
14,1,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,2nd Place,2,26.0,8.666666666666666,1.0,12
14,1,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,3rd Place,3,24.0,8.0,3.0,12
14,1,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,Eliminated Week 6,8,23.0,7.666666666666667,4.0,12
14,1,Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,Eliminated Week 3,11,23.0,7.666666666666667,4.0,12
14,1,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,23.0,7.666666666666667,4.0,12
14,1,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,Eliminated Week 4,10,23.0,7.666666666666667,4.0,12
14,1,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,21.0,7.0,8.0,12
14,1,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,21.0,7.0,8.0,12
14,1,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,Eliminated Week 5,9,20.0,6.666666666666667,10.0,12
14,1,Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,Eliminated Week 2,12,20.0,6.666666666666667,10.0,12
14,1,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,Eliminated Week 8,5,20.0,6.666666666666667,10.0,12
14,2,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,2nd Place,2,26.0,8.666666666666666,1.0,12
14,2,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,26.0,8.666666666666666,1.0,12
14,2,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,25.0,8.333333333333334,3.0,12
14,2,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,3rd Place,3,25.0,8.333333333333334,3.0,12
14,2,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,24.0,8.0,5.0,12
14,2,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,Eliminated Week 4,10,23.0,7.666666666666667,6.0,12
14,2,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,Eliminated Week 7,7,22.0,7.333333333333333,7.0,12
14,2,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,Eliminated Week 5,9,21.0,7.0,8.0,12
14,2,Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,Eliminated Week 3,11,21.0,7.0,8.0,12
14,2,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,Eliminated Week 8,5,20.0,6.666666666666667,10.0,12
14,2,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,Eliminated Week 6,8,19.0,6.333333333333333,11.0,12
14,2,Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,Eliminated Week 2,12,17.0,5.666666666666667,12.0,12
14,3,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,2nd Place,2,29.0,9.666666666666666,1.0,11
14,3,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,3rd Place,3,28.0,9.333333333333334,2.0,11
14,3,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,27.0,9.0,3.0,11
14,3,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,26.0,8.666666666666666,4.0,11
14,3,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,Eliminated Week 7,7,25.0,8.333333333333334,5.0,11
14,3,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,25.0,8.333333333333334,5.0,11
14,3,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,Eliminated Week 5,9,24.0,8.0,7.0,11
14,3,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,Eliminated Week 6,8,24.0,8.0,7.0,11
14,3,Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,Eliminated Week 3,11,24.0,8.0,7.0,11
14,3,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,Eliminated Week 8,5,24.0,8.0,7.0,11
14,3,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,Eliminated Week 4,10,24.0,8.0,7.0,11
14,4,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,27.0,9.0,1.0,10
14,4,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,26.0,8.666666666666666,2.0,10
14,4,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,26.0,8.666666666666666,2.0,10
14,4,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,2nd Place,2,24.0,8.0,4.0,10
14,4,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,Eliminated Week 5,9,23.0,7.666666666666667,5.0,10
14,4,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,Eliminated Week 7,7,22.0,7.333333333333333,6.0,10
14,4,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,Eliminated Week 8,5,22.0,7.333333333333333,6.0,10
14,4,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,3rd Place,3,22.0,7.333333333333333,6.0,10
14,4,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,Eliminated Week 4,10,21.0,7.0,9.0,10
14,4,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,Eliminated Week 6,8,20.0,6.666666666666667,10.0,10
14,5,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,2nd Place,2,29.0,9.666666666666666,1.0,9
14,5,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,3rd Place,3,29.0,9.666666666666666,1.0,9
14,5,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,27.0,9.0,3.0,9
14,5,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,27.0,9.0,3.0,9
14,5,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,26.0,8.666666666666666,5.0,9
14,5,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,Eliminated Week 7,7,24.0,8.0,6.0,9
14,5,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,Eliminated Week 6,8,22.0,7.333333333333333,7.0,9
14,5,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,Eliminated Week 8,5,21.0,7.0,8.0,9
14,5,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,Eliminated Week 5,9,19.0,6.333333333333333,9.0,9
14,6,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,2nd Place,2,38.9999,12.999966666666666,1.0,8
14,6,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,Eliminated Week 7,7,36.9998,12.333266666666667,2.0,8
14,6,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,3rd Place,3,36.0,12.0,3.0,8
14,6,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,33.9999,11.3333,4.0,8
14,6,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,Eliminated Week 8,5,30.0,10.0,5.0,8
14,6,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,29.999899999999997,9.999966666666666,6.0,8
14,6,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,27.9998,9.333266666666667,7.0,8
14,6,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,Eliminated Week 6,8,24.0,8.0,8.0,8
14,7,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,28.5,9.5,1.0,7
14,7,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,2nd Place,2,27.0,9.0,2.0,7
14,7,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,26.5,8.833333333333334,3.0,7
14,7,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,3rd Place,3,26.5,8.833333333333334,3.0,7
14,7,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,26.0,8.666666666666666,5.0,7
14,7,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,Eliminated Week 7,7,25.5,8.5,6.0,7
14,7,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,Eliminated Week 8,5,23.5,7.833333333333333,7.0,7
