celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge1_score,judge2_score,judge3_score,judge4_score,judge_count,judge_total,judge_mean,has_score_record,active
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,2,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,2,6.0,7.0,6.0,,3,19.0,6.333333333333333,True,True
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,2,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,2,5.0,5.0,5.0,,3,15.0,5.0,True,True
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,2,6.0,6.0,5.0,,3,17.0,5.666666666666667,True,True
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,3,9.0,9.0,9.0,,3,27.0,9.0,True,True
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,3,8.0,7.0,8.0,,3,23.0,7.666666666666667,True,True
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,3,8.0,8.0,9.0,,3,25.0,8.333333333333334,True,True
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,3,6.0,7.0,6.0,,3,19.0,6.333333333333333,True,True
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,3,7.0,6.0,8.0,,3,21.0,7.0,True,True
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,3,8.0,9.0,9.0,,3,26.0,8.666666666666666,True,True
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,4,10.0,9.0,10.0,,3,29.0,9.666666666666666,True,True
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,4,10.0,9.0,10.0,,3,29.0,9.666666666666666,True,True
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,4,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,4,8.0,7.0,9.0,,3,24.0,8.0,True,True
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,4,9.0,10.0,9.0,,3,28.0,9.333333333333334,True,True
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,4,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,4,6.0,7.0,6.0,,3,19.0,6.333333333333333,True,True
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,5,9.0,10.0,10.0,,3,29.0,9.666666666666666,True,True
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,5,7.0,8.0,8.0,,3,23.0,7.666666666666667,True,True
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,5,8.0,8.0,7.0,,3,23.0,7.666666666666667,True,True
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,5,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,5,7.0,7.0,7.0,,3,21.0,7.0,True,True
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,6,10.0,10.0,10.0,,3,30.0,10.0,True,True
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,6,8.0,8.0,8.0,,3,24.0,8.0,True,True
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,6,9.0,9.0,9.0,,3,27.0,9.0,True,True
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,6,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,6,9.0,9.0,10.0,,3,28.0,9.333333333333334,True,True
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,6,8.0,8.0,8.0,,3,24.0,8.0,True,True
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,6,7.0,7.0,7.0,,3,21.0,7.0,True,True
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,7,9.5,8.0,9.5,,3,27.0,9.0,True,True
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7,9.5,8.5,9.5,,3,27.5,9.166666666666666,True,True
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,7,7.5,7.5,8.0,,3,23.0,7.666666666666667,True,True
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,7,9.0,8.5,8.5,,3,26.0,8.666666666666666,True,True
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,7,8.5,8.5,8.5,,3,25.5,8.5,True,True
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7,8.5,8.5,8.5,,3,25.5,8.5,True,True
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,8,8.5,9.5,9.5,,3,27.5,9.166666666666666,True,True
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,8,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,8,10.0,9.0,9.5,,3,28.5,9.5,True,True
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,8,8.5,8.0,8.5,,3,25.0,8.333333333333334,True,True
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8,9.0,8.5,9.0,,3,26.5,8.833333333333334,True,True
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9,9.5,9.0,10.0,,3,28.5,9.5,True,True
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,9,9.0,9.5,9.0,,3,27.5,9.166666666666666,True,True
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,9,9.5,9.0,9.5,,3,28.0,9.333333333333334,True,True
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,9,8.5,9.0,8.5,,3,26.0,8.666666666666666,True,True
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,10,10.0,10.0,10.0,,3,30.0,10.0,True,True
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,10,9.5,9.5,9.5,,3,28.5,9.5,True,True
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,10,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,11,,,,,0,,,False,False
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,11,,,,,0,,,False,False
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,11,,,,,0,,,False,False
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,11,,,,,0,,,False,False
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,11,,,,,0,,,False,False
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,11,,,,,0,,,False,False
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,11,,,,,0,,,False,False
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,11,,,,,0,,,False,False
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,11,,,,,0,,,False,False
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,11,,,,,0,,,False,False
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,11,,,,,0,,,False,False
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,11,,,,,0,,,False,False
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,1,8.0,8.0,8.5,,3,24.5,8.166666666666666,True,True
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,1,7.0,7.0,7.5,,3,21.5,7.166666666666667,True,True
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,1,7.5,6.0,8.0,,3,21.5,7.166666666666667,True,True
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,1,7.0,6.5,7.0,,3,20.5,6.833333333333333,True,True
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,1,6.5,6.5,6.5,,3,19.5,6.5,True,True
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,1,6.0,6.0,6.5,,3,18.5,6.166666666666667,True,True
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,1,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,1,7.5,7.0,8.0,,3,22.5,7.5,True,True
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,1,6.0,5.5,6.0,,3,17.5,5.833333333333333,True,True
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,1,6.5,7.5,7.0,,3,21.0,7.0,True,True
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,1,6.0,6.5,6.0,,3,18.5,6.166666666666667,True,True
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,1,6.0,6.0,6.5,,3,18.5,6.166666666666667,True,True
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,1,4.0,4.0,4.0,,3,12.0,4.0,True,True
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,2,7.0,6.0,7.0,,3,20.0,6.666666666666667,True,True
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,2,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,2,5.0,5.0,5.0,,3,15.0,5.0,True,True
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,2,7.0,8.0,8.0,,3,23.0,7.666666666666667,True,True
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,2,5.0,6.0,5.0,,3,16.0,5.333333333333333,True,True
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,2,6.0,6.0,5.0,,3,17.0,5.666666666666667,True,True
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,2,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,2,0.0,0.0,0.0,,3,0.0,0.0,True,False
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,3,9.0,10.0,9.0,,3,28.0,9.333333333333334,True,True
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,3,9.0,8.0,8.0,,3,25.0,8.333333333333334,True,True
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,3,8.0,7.0,7.0,,3,22.0,7.333333333333333,True,True
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,3,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,3,8.0,7.0,7.0,,3,22.0,7.333333333333333,True,True
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,3,7.0,7.0,6.0,,3,20.0,6.666666666666667,True,True
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,4,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,4,8.0,7.0,7.0,,3,22.0,7.333333333333333,True,True
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,4,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,4,7.0,8.0,8.0,,3,23.0,7.666666666666667,True,True
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,4,6.0,7.0,7.0,,3,20.0,6.666666666666667,True,True
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,4,8.0,7.0,7.0,,3,22.0,7.333333333333333,True,True
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,4,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,4,6.0,6.0,6.0,,3,18.0,6.0,True,True
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,5,10.0,9.0,10.0,,3,29.0,9.666666666666666,True,True
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,5,8.0,8.0,9.0,,3,25.0,8.333333333333334,True,True
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,5,7.0,7.0,7.0,,3,21.0,7.0,True,True
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,5,10.0,9.0,9.0,,3,28.0,9.333333333333334,True,True
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,5,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,5,7.0,7.0,7.0,,3,21.0,7.0,True,True
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,5,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
