celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active,season,week,next_week,event_type,observed_eliminated,judge_percent,fan_share_est,fan_rank_est,combined_percent,combined_percent_rank,rank_rule_score,rank_rule_bad_rank,fan_rescue_gap,controversy_index,fan_share_min,fan_share_max,fan_share_width,percent_rule_eliminated,rank_rule_eliminated
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,21.0,7.0,8.0,9,12,4,5,single_elimination,True,0.10194174757281553,0.10401687492902145,9.0,0.205958622501837,1.0,17.0,1.0,-1.0,1.0,0.0,0.12028047464940668,0.12028047464940668,True,True
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,18.0,6.0,9.0,9,12,4,5,single_elimination,False,0.08737864077669903,0.11857998584903184,1.0,0.2059586266257309,2.0,10.0,2.0,8.0,8.0,0.014563106796116498,1.0,0.9854368932038835,False,False
Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,27.0,9.0,1.0,8,12,5,6,single_elimination,False,0.13917525773195877,0.12501174810382187,1.0,0.26418700583578064,8.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,False,False
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,26.0,8.666666666666666,2.0,8,12,5,6,single_elimination,False,0.13402061855670103,0.12499736090262434,5.0,0.25901797945932536,5.0,7.0,5.0,-3.0,3.0,0.0,1.0,1.0,False,False
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,26.0,8.666666666666666,2.0,8,12,5,6,single_elimination,False,0.13402061855670103,0.12499736090262434,5.0,0.25901797945932536,5.0,7.0,5.0,-3.0,3.0,0.0,1.0,1.0,False,False
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,26.0,8.666666666666666,2.0,8,12,5,6,single_elimination,False,0.13402061855670103,0.12499736090262434,5.0,0.25901797945932536,5.0,7.0,5.0,-3.0,3.0,0.0,1.0,1.0,False,False
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,23.0,7.666666666666667,5.0,8,12,5,6,single_elimination,False,0.11855670103092783,0.1250027402811563,3.0,0.24355944131208412,4.0,8.0,3.0,2.0,2.0,0.0,1.0,1.0,False,False
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,22.0,7.333333333333333,6.0,8,12,5,6,single_elimination,False,0.1134020618556701,0.12499856823147858,4.0,0.23840063008714868,2.0,10.0,2.0,2.0,2.0,0.0,1.0,1.0,False,False
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,22.0,7.333333333333333,6.0,8,12,5,6,single_elimination,True,0.1134020618556701,0.12498768295095866,8.0,0.23838974480662878,1.0,14.0,1.0,-2.0,2.0,0.0,0.13659793814432986,0.13659793814432986,True,True
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,22.0,7.333333333333333,6.0,8,12,5,6,single_elimination,False,0.1134020618556701,0.12500717650874232,2.0,0.2384092383644124,3.0,8.0,3.0,4.0,4.0,0.0,1.0,1.0,False,False
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,28.0,9.333333333333334,1.0,7,12,6,7,single_elimination,False,0.15555555555555556,0.14285848634951404,4.0,0.2984140419050696,6.0,5.0,6.0,-3.0,3.0,0.0,1.0,1.0,False,False
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,28.0,9.333333333333334,1.0,7,12,6,7,single_elimination,False,0.15555555555555556,0.14285848634951404,4.0,0.2984140419050696,6.0,5.0,6.0,-3.0,3.0,0.0,1.0,1.0,False,False
Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,27.0,9.0,3.0,7,12,6,7,single_elimination,False,0.15,0.14285208894317836,6.0,0.2928520889431784,5.0,9.0,2.0,-3.0,3.0,0.0,1.0,1.0,False,False
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,26.0,8.666666666666666,4.0,7,12,6,7,single_elimination,False,0.14444444444444443,0.14286149770734843,3.0,0.28730594215179284,4.0,7.0,3.0,1.0,1.0,0.0,1.0,1.0,False,False
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,25.0,8.333333333333334,5.0,7,12,6,7,single_elimination,False,0.1388888888888889,0.14286175217112498,2.0,0.2817506410600139,3.0,7.0,3.0,3.0,3.0,0.0,1.0,1.0,False,False
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,24.0,8.0,6.0,7,12,6,7,single_elimination,False,0.13333333333333333,0.14286229317687246,1.0,0.2761956265102058,2.0,7.0,3.0,5.0,5.0,0.0,1.0,1.0,False,False
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,22.0,7.333333333333333,7.0,7,12,6,7,single_elimination,True,0.12222222222222222,0.14284539366384957,7.0,0.2650676158860718,1.0,14.0,1.0,0.0,0.0,0.0,0.1634920634920635,0.1634920634920635,True,True
Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,33.0,8.25,1.0,6,12,7,8,single_elimination,False,0.17506631299734748,0.16666645498155766,4.0,0.34173276797890517,5.0,5.0,5.0,-3.0,3.0,0.0,0.9946949602122015,0.9946949602122015,False,False
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,33.0,8.25,1.0,6,12,7,8,single_elimination,False,0.17506631299734748,0.16666645498155766,4.0,0.34173276797890517,5.0,5.0,5.0,-3.0,3.0,0.0,0.9946949602122015,0.9946949602122015,False,False
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,32.0,8.0,3.0,6,12,7,8,single_elimination,False,0.16976127320954906,0.166666711677132,3.0,0.3364279848866811,4.0,6.0,3.0,0.0,0.0,0.0,0.9946949602122015,0.9946949602122015,False,False
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,30.5,7.625,4.0,6,12,7,8,single_elimination,True,0.16180371352785147,0.1648983846088142,6.0,0.3267020981366657,1.0,10.0,1.0,-2.0,2.0,0.0,0.17152961980548184,0.17152961980548184,True,True
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,30.0,7.5,5.0,6,12,7,8,single_elimination,False,0.15915119363395225,0.16755099849418398,1.0,0.3267021921281362,3.0,6.0,3.0,4.0,4.0,0.0026525198938992245,0.9973474801061007,0.9946949602122015,False,False
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,30.0,7.5,5.0,6,12,7,8,single_elimination,False,0.15915119363395225,0.16755099453063227,2.0,0.3267021881645845,2.0,7.0,2.0,3.0,3.0,0.0026525198938992245,0.9973474801061007,0.9946949602122015,False,False
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,27.5,9.166666666666666,1.0,5,12,8,9,single_elimination,False,0.21153846153846154,0.1998548513846304,4.0,0.41139331292309195,5.0,5.0,3.0,-3.0,3.0,0.0,0.9769230769230769,0.9769230769230769,False,False
Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,27.0,9.0,2.0,5,12,8,9,single_elimination,False,0.2076923076923077,0.19986279996718434,3.0,0.40755510765949204,4.0,5.0,3.0,-1.0,1.0,0.0,0.9769230769230769,0.9769230769230769,False,False
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,26.5,8.833333333333334,3.0,5,12,8,9,single_elimination,False,0.20384615384615384,0.19987708318124173,2.0,0.40372323702739554,3.0,5.0,3.0,1.0,1.0,0.0,0.9769230769230769,0.9769230769230769,False,False
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,26.0,8.666666666666666,4.0,5,12,8,9,single_elimination,True,0.2,0.18866416760501983,5.0,0.3886641676050199,1.0,9.0,1.0,-1.0,1.0,0.0,0.19999999999999998,0.19999999999999998,True,True
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,23.0,7.666666666666667,5.0,5,12,8,9,single_elimination,False,0.17692307692307693,0.2117410971749856,1.0,0.38866417409806253,2.0,6.0,2.0,4.0,4.0,0.023076923076923078,1.0,0.9769230769230769,False,False
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,36.5,12.166666666666666,1.0,4,12,9,10,single_elimination,False,0.31063829787234043,0.24998311425028563,4.0,0.5606214121226261,4.0,5.0,2.0,-3.0,3.0,0.0,1.0,1.0,False,False
Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,30.0,10.0,2.0,4,12,9,10,single_elimination,False,0.2553191489361702,0.2500034564865495,2.0,0.5053226054227197,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,False,False
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,27.0,9.0,3.0,4,12,9,10,single_elimination,False,0.2297872340425532,0.2500147182914286,1.0,0.47980195233398176,2.0,4.0,3.0,2.0,2.0,0.0,1.0,1.0,False,False
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,24.0,8.0,4.0,4,12,9,10,single_elimination,True,0.20425531914893616,0.24999871007367042,3.0,0.4542540292226066,1.0,7.0,1.0,1.0,1.0,0.0,0.29574468085106387,0.29574468085106387,True,True
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,22.0,7.333333333333333,1.0,12,13,1,2,single_elimination,False,0.10138248847926268,0.08333519183193659,4.0,0.18471768031119928,11.0,5.0,10.0,-3.0,3.0,0.0,1.0,1.0,False,False
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,22.0,7.333333333333333,1.0,12,13,1,2,single_elimination,False,0.10138248847926268,0.08333519183193659,4.0,0.18471768031119928,11.0,5.0,10.0,-3.0,3.0,0.0,1.0,1.0,False,False
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,21.0,7.0,3.0,12,13,1,2,single_elimination,False,0.0967741935483871,0.08333534505737863,3.0,0.18010953860576573,10.0,6.0,9.0,0.0,0.0,0.0,1.0,1.0,False,False
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,20.0,6.666666666666667,4.0,12,13,1,2,single_elimination,False,0.09216589861751152,0.08334076947091429,1.0,0.1755066680884258,9.0,5.0,10.0,3.0,3.0,0.0,1.0,1.0,False,False
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,Eliminated Week 3,10,19.0,6.333333333333333,5.0,12,13,1,2,single_elimination,False,0.08755760368663594,0.08333248432049067,8.0,0.17089008800712663,8.0,13.0,5.0,-3.0,3.0,0.0,1.0,1.0,False,False
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,18.0,6.0,6.0,12,13,1,2,single_elimination,False,0.08294930875576037,0.08333771038129537,2.0,0.16628701913705574,7.0,8.0,8.0,4.0,4.0,0.0,1.0,1.0,False,False
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,17.0,5.666666666666667,7.0,12,13,1,2,single_elimination,False,0.07834101382488479,0.08333469808273566,6.0,0.16167571190762045,5.0,13.0,5.0,1.0,1.0,0.0,1.0,1.0,False,False
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,17.0,5.666666666666667,7.0,12,13,1,2,single_elimination,False,0.07834101382488479,0.08333469808273566,6.0,0.16167571190762045,5.0,13.0,5.0,1.0,1.0,0.0,1.0,1.0,False,False
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,16.0,5.333333333333333,9.0,12,13,1,2,single_elimination,False,0.07373271889400922,0.08332929961521937,10.0,0.15706201850922857,3.0,19.0,3.0,-1.0,1.0,0.0,1.0,1.0,False,False
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,16.0,5.333333333333333,9.0,12,13,1,2,single_elimination,False,0.07373271889400922,0.08332929961521937,10.0,0.15706201850922857,3.0,19.0,3.0,-1.0,1.0,0.0,1.0,1.0,False,False
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,Eliminated Week 2,11,15.0,5.0,11.0,12,13,1,2,single_elimination,False,0.06912442396313365,0.08332957658890001,9.0,0.15245400055203367,2.0,20.0,2.0,2.0,2.0,0.0,1.0,1.0,False,False
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,Eliminated Week 1,12,14.0,4.666666666666667,12.0,12,13,1,2,single_elimination,True,0.06451612903225806,0.08332573407149416,12.0,0.14784186310375222,1.0,24.0,1.0,0.0,0.0,0.0,0.10215053763440862,0.10215053763440862,True,True
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,23.0,7.666666666666667,1.0,11,13,2,3,single_elimination,False,0.1031390134529148,0.09081573685116351,7.0,0.19395475030407833,11.0,8.0,9.0,-6.0,6.0,0.0,0.9461883408071747,0.9461883408071747,False,False
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,22.0,7.333333333333333,2.0,11,13,2,3,single_elimination,False,0.09865470852017937,0.0908218839952409,4.0,0.18947659251542026,9.0,6.0,10.0,-2.0,2.0,0.0,0.9461883408071747,0.9461883408071747,False,False
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,Eliminated Week 3,10,22.0,7.333333333333333,2.0,11,13,2,3,single_elimination,False,0.09865470852017937,0.0908218839952409,4.0,0.18947659251542026,9.0,6.0,10.0,-2.0,2.0,0.0,0.9461883408071747,0.9461883408071747,False,False
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,21.0,7.0,4.0,11,13,2,3,single_elimination,False,0.09417040358744394,0.09081796916239117,6.0,0.1849883727498351,8.0,10.0,8.0,-2.0,2.0,0.0,0.9461883408071747,0.9461883408071747,False,False
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,Eliminated Week 2,11,21.0,7.0,4.0,11,13,2,3,single_elimination,True,0.09417040358744394,0.07986055329315919,11.0,0.17403095688060313,1.0,15.0,2.0,-7.0,7.0,0.0,0.08764777823073786,0.08764777823073786,True,False
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,21.0,7.0,4.0,11,13,2,3,single_elimination,False,0.09417040358744394,0.09081502487382738,8.0,0.1849854284612713,6.0,12.0,3.0,-4.0,4.0,0.0,0.9461883408071747,0.9461883408071747,False,False
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,21.0,7.0,4.0,11,13,2,3,single_elimination,False,0.09417040358744394,0.09081502487382738,8.0,0.1849854284612713,6.0,12.0,3.0,-4.0,4.0,0.0,0.9461883408071747,0.9461883408071747,False,False
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,19.0,6.333333333333333,8.0,11,13,2,3,single_elimination,False,0.08520179372197309,0.09080716276513971,10.0,0.1760089564871128,5.0,18.0,1.0,-2.0,2.0,0.00896860986547085,0.9551569506726456,0.9461883408071747,False,True
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,18.0,6.0,9.0,11,13,2,3,single_elimination,False,0.08071748878923767,0.09331349081193584,2.0,0.1740309796011735,3.0,11.0,6.0,7.0,7.0,0.013452914798206275,0.959641255605381,0.9461883408071747,False,False
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,18.0,6.0,9.0,11,13,2,3,single_elimination,False,0.08071748878923767,0.09331349081193584,2.0,0.1740309796011735,3.0,11.0,6.0,7.0,7.0,0.013452914798206275,0.959641255605381,0.9461883408071747,False,False
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,17.0,5.666666666666667,11.0,11,13,2,3,single_elimination,False,0.07623318385650224,0.09779777763806957,1.0,0.1740309614945718,2.0,12.0,3.0,10.0,10.0,0.0179372197309417,0.9641255605381165,0.9461883408071747,False,False
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,27.0,9.0,1.0,10,13,3,4,single_elimination,False,0.11392405063291139,0.09982778204243321,9.0,0.2137518326753446,10.0,10.0,5.0,-8.0,8.0,0.0,0.9578059071729959,0.9578059071729959,False,False
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,26.0,8.666666666666666,2.0,10,13,3,4,single_elimination,False,0.10970464135021098,0.09984381218226135,3.0,0.2095484535324723,8.0,5.0,9.0,-1.0,1.0,0.0,0.9578059071729959,0.9578059071729959,False,False
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,26.0,8.666666666666666,2.0,10,13,3,4,single_elimination,False,0.10970464135021098,0.09984381218226135,3.0,0.2095484535324723,8.0,5.0,9.0,-1.0,1.0,0.0,0.9578059071729959,0.9578059071729959,False,False
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,24.0,8.0,4.0,10,13,3,4,single_elimination,False,0.10126582278481013,0.09983945156054855,6.0,0.2011052743453587,5.0,10.0,5.0,-2.0,2.0,0.0,0.9578059071729959,0.9578059071729959,False,False
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,24.0,8.0,4.0,10,13,3,4,single_elimination,False,0.10126582278481013,0.09983945156054855,6.0,0.2011052743453587,5.0,10.0,5.0,-2.0,2.0,0.0,0.9578059071729959,0.9578059071729959,False,False
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,Eliminated Week 3,10,24.0,8.0,4.0,10,13,3,4,single_elimination,True,0.10126582278481013,0.08771916773550217,10.0,0.1889849905203123,1.0,14.0,2.0,-6.0,6.0,0.0,0.09873417721518989,0.09873417721518989,True,False
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,24.0,8.0,4.0,10,13,3,4,single_elimination,False,0.10126582278481013,0.09984026144072371,5.0,0.20110608422553383,7.0,9.0,8.0,-1.0,1.0,0.0,0.9578059071729959,0.9578059071729959,False,False
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,23.0,7.666666666666667,8.0,10,13,3,4,single_elimination,False,0.0970464135021097,0.09983302637995632,8.0,0.19687943988206602,4.0,16.0,1.0,0.0,0.0,0.004219409282700426,0.9620253164556962,0.9578059071729959,False,True
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,21.0,7.0,9.0,10,13,3,4,single_elimination,False,0.08860759493670886,0.1003776088391439,2.0,0.18898520377585276,3.0,11.0,3.0,7.0,7.0,0.012658227848101264,0.9704641350210971,0.9578059071729959,False,False
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,18.0,6.0,10.0,10,13,3,4,single_elimination,False,0.0759493670886076,0.11303562486527804,1.0,0.18898499195388563,2.0,11.0,3.0,9.0,9.0,0.025316455696202528,0.9831223628691984,0.9578059071729959,False,False
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,29.0,9.666666666666666,1.0,9,13,4,5,single_elimination,False,0.13875598086124402,0.11110750645248611,4.0,0.24986348731373015,9.0,5.0,8.0,-3.0,3.0,0.0,0.9952153110047847,0.9952153110047847,False,False
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,26.0,8.666666666666666,2.0,9,13,4,5,single_elimination,False,0.12440191387559808,0.1111091484123939,3.0,0.23551106228799198,8.0,5.0,8.0,-1.0,1.0,0.0,0.9952153110047847,0.9952153110047847,False,False
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,24.0,8.0,3.0,9,13,4,5,single_elimination,False,0.11483253588516747,0.11110151859825342,7.0,0.22593405448342088,6.0,10.0,4.0,-4.0,4.0,0.0,0.9952153110047847,0.9952153110047847,False,False
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,24.0,8.0,3.0,9,13,4,5,single_elimination,False,0.11483253588516747,0.11110151859825342,7.0,0.22593405448342088,6.0,10.0,4.0,-4.0,4.0,0.0,0.9952153110047847,0.9952153110047847,False,False
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,23.0,7.666666666666667,5.0,9,13,4,5,single_elimination,False,0.11004784688995216,0.11110348745327192,6.0,0.2211513343432241,5.0,11.0,2.0,-1.0,1.0,0.0,0.9952153110047847,0.9952153110047847,False,False
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,21.0,7.0,6.0,9,13,4,5,single_elimination,False,0.10047846889952153,0.11111570963675996,2.0,0.21159417853628149,4.0,8.0,7.0,4.0,4.0,0.0,0.9952153110047847,0.9952153110047847,False,False
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,21.0,7.0,6.0,9,13,4,5,single_elimination,True,0.10047846889952153,0.10873479256512153,9.0,0.20921326146464306,1.0,15.0,1.0,-3.0,3.0,0.0,0.12174375332270068,0.12174375332270068,True,True
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,21.0,7.0,6.0,9,13,4,5,single_elimination,False,0.10047846889952153,0.1111068264823673,5.0,0.21158529538188883,3.0,11.0,2.0,1.0,1.0,0.0,0.9952153110047847,0.9952153110047847,False,False
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,20.0,6.666666666666667,9.0,9,13,4,5,single_elimination,False,0.09569377990430622,0.11351949077490733,1.0,0.20921327067921355,2.0,10.0,4.0,8.0,8.0,0.004784688995215308,1.0,0.9952153110047847,False,False
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,28.0,9.333333333333334,1.0,8,13,5,6,single_elimination,False,0.14893617021276595,0.12500084226998445,6.0,0.2739370124827504,8.0,7.0,5.0,-5.0,5.0,0.0,1.0,1.0,False,False
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,25.0,8.333333333333334,2.0,8,13,5,6,single_elimination,False,0.13297872340425532,0.12500228763535787,2.0,0.2579810110396132,6.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,False,False
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,25.0,8.333333333333334,2.0,8,13,5,6,single_elimination,False,0.13297872340425532,0.12500228763535787,2.0,0.2579810110396132,6.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,False,False
